ref	annotation_name	count	volumes	type	lcsh_label	lcsh_uri	match_quality	broader_terms	all_suggestions
rec0YzQ4Y7ayjLsvS	National independence	79	1	topic	Independence Day (Poland)	http://id.loc.gov/authorities/subjects/sh2008006757	ambiguous_close		Independence Day (Poland); Autonomy and independence movements
reckNZbvSeWPsh9jH	Debt rescheduling	77	3	topic	Debt relief	http://id.loc.gov/authorities/subjects/sh85036133	ambiguous_close		Debt relief
recTetVGqxFWuAJSH	Commercial whaling	70	1	topic	Whaling	http://id.loc.gov/authorities/subjects/sh85146357	ambiguous_close		Whaling
recYYAt1eQQGMl5vp	Commercial whaling	66	1	compound-subject	Whaling	http://id.loc.gov/authorities/subjects/sh85146357	ambiguous_close		Whaling
recjcAQL1g5hKP7b4	Cultural exchange	50	5	topic	Exchange of persons programs	http://id.loc.gov/authorities/subjects/sh85046227	ambiguous_close		Exchange of persons programs; Intellectual cooperation; Cultural relations
recEe8ikdAbvcrXbA	Foreign investments	44	3	topic	Investments, Foreign	http://id.loc.gov/authorities/subjects/sh85067736	ambiguous_close		Investments, Foreign
rechQxXfPBmLXmMRi	International organizations	44	4	topic	International agencies	http://id.loc.gov/authorities/subjects/sh85067357	ambiguous_close		International agencies
recOa8HdZ5qXeWG0t	Biomedical research	42	1	topic	Biology--Research	http://id.loc.gov/authorities/subjects/sh89006496	ambiguous_close		Biology--Research; Medicine--Research
recemUx1q3gl5ohku	Marine environment	41	2	topic	Marine ecosystem health	http://id.loc.gov/authorities/subjects/sh2009008776	ambiguous_close		Marine ecosystem health; Marine resources conservation; Marine pollution
recYitJjr1dXM44FB	Arms sales	39	4	topic	Arms transfers	http://id.loc.gov/authorities/subjects/sh91001417	ambiguous_close	International trade → Commerce → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Arms transfers; Defense industries
recncWX5hrzDaTwpX	Sperm whaling	39	1	topic	Sperm whale hunting	http://id.loc.gov/authorities/subjects/sh2005020533	ambiguous_close		Sperm whale hunting
rec0V6EbHEqgh7tei	B-1 bomber	36	3	topic	Rockwell B-1 (Bomber)	http://id.loc.gov/authorities/subjects/sh85010696	ambiguous_close	Bombers → Airplanes, Military → Government aircraft → sh85002782 → sh85049596 → Flight → Locomotion	Rockwell B-1 (Bomber)
recyQwssZrUcxu4Pw	Private investment	34	2	topic	Social security individual investment accounts	http://id.loc.gov/authorities/subjects/sh2005001770	ambiguous_close		Social security individual investment accounts; Private investments in public equity
recpj6fzXhTHmf1RL	Foreign assistance	33	4	topic	Economic assistance	http://id.loc.gov/authorities/subjects/sh85040767	ambiguous_close	Economic policy → sh85040850	Economic assistance; Military assistance
recUAVpNZI1Ne2dgT	GNP (Gross National Product)	33	8	topic	Gross national product	http://id.loc.gov/authorities/subjects/sh85057428	ambiguous_close		Gross national product
rec2xgN51daiPZ77L	Nuclear proliferation	29	4	topic	Nuclear nonproliferation	http://id.loc.gov/authorities/subjects/sh85093020	ambiguous_close	Nuclear arms control → sh85007351 → Security, International → International relations	Nuclear nonproliferation
recV4JPXusqhhWUvE	Conflict resolution	27	2	topic	Contention resolution protocols (Computer network protocols)	http://id.loc.gov/authorities/subjects/sh2006001628	ambiguous_close		Contention resolution protocols (Computer network protocols); Conflict management; Dispute resolution (Law)
recLA85IoR5zyxTTT	Nuclear power	24	1	topic	Nuclear industry	http://id.loc.gov/authorities/subjects/sh85092998	ambiguous_close	Energy industries → sh85065960 → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Nuclear industry; Callaway Power Plant (Fulton, Mo.); Nuclear power plant operators; Nuclear power plants; Nuclear power plants--Accidents
recYoVAQrTzsBsOmP	New international economic order	24	4	topic	International economic relations	http://id.loc.gov/authorities/subjects/sh85067395	ambiguous_close		International economic relations
recOcXdbb9CGnikTz	Iranian exiles	19	1	compound-subject	Exiles' writings, Iranian	http://id.loc.gov/authorities/subjects/sh2013000194	ambiguous_close	Iranian literature → Middle Eastern literature	Exiles' writings, Iranian
reccdibbkraMVDFLb	Humanitarian relief	15	1	topic	Humanitarian aid workers	http://id.loc.gov/authorities/subjects/sh2020000630	ambiguous_close	Human services personnel → Professional employees → Employees → sh85100163	Humanitarian aid workers
rechzm6X0l06JMq1l	Film programs	15	2	topic	Motion picture programs	http://id.loc.gov/authorities/subjects/sh85088068	ambiguous_close		Motion picture programs
recat6v5qrqnOm7cq	Trade liberalization	14	2	topic	Free trade	http://id.loc.gov/authorities/subjects/sh85051682	ambiguous_close	sh87004890 → Commerce → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Free trade
recjZMVWaEjJKMgQF	Trade embargo	12	3	topic	Embargo	http://id.loc.gov/authorities/subjects/sh85042665	ambiguous_close	sh85040838 → Sanctions (International law) → sh85067417 → sh85075119	Embargo
recZjNjh2f6Z6vv5R	Free trade zone	12	2	topic	Free ports and zones	http://id.loc.gov/authorities/subjects/sh85051668	ambiguous_close	sh85051682 → sh87004890 → Commerce → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Free ports and zones
recdvbnzjMiFMTKeo	Nongovernmental organizations	12	2	topic	Non-governmental organizations	http://id.loc.gov/authorities/subjects/sh86007360	ambiguous_close		Non-governmental organizations
recMRN6sXmJwGNbiO	Anti-ballistic missiles	11	2	topic	Antimissile missiles	http://id.loc.gov/authorities/subjects/sh85005700	ambiguous_close	Antiaircraft missiles → sh85057725 → Precision guided munitions → sh85145837 → Engineering systems → sh85043176 → sh85065826 → Handicraft → Occupations	Antimissile missiles
recuam8o24ZoLTXkC	Diplomatic immunity	10	2	topic	Diplomatic privileges and immunities	http://id.loc.gov/authorities/subjects/sh85038191	ambiguous_close	Privileges and immunities → Criminal procedure → Courts → Dispute resolution (Law) → sh85071120	Diplomatic privileges and immunities
recPfNaU56nR2k25u	Economic aid	10	4	topic	Economic assistance	http://id.loc.gov/authorities/subjects/sh85040767	ambiguous_close	Economic policy → sh85040850	Economic assistance
recZm50eBUL0UJnQP	Health care	9	2	topic	Health services administration	http://id.loc.gov/authorities/subjects/sh85059600	ambiguous_close		Health services administration; Public health administration; Health services administrators; Patient advocacy; Allied health personnel
recuSPZDcCd8RkSsx	Aircraft carrier	8	2	topic	Aircraft carriers--Flight decks	http://id.loc.gov/authorities/subjects/sh85002738	ambiguous_close		Aircraft carriers--Flight decks; Aircraft carriers; Aircraft carriers--Aircraft launching and recovery equipment; Aircraft carriers--History; Aircraft carriers in art
reczTG5CWsNT88gzH	Legal reform	8	1	topic	Law reform	http://id.loc.gov/authorities/subjects/sh85075323	ambiguous_close		Law reform
recuERfQE3ekhWTFe	Radioactive material	8	1	topic	Radioactive substances	http://id.loc.gov/authorities/subjects/sh85110610	ambiguous_close		Radioactive substances
recus1N59c1BqkyZf	Anti-aircraft missiles	7	2	topic	Antiaircraft missiles	http://id.loc.gov/authorities/subjects/sh85005626	ambiguous_close	sh85057725 → Precision guided munitions → sh85145837 → Engineering systems → sh85043176 → sh85065826 → Handicraft → Occupations	Antiaircraft missiles
recUYTXDiCCcEmj9F	Multilateral development bank	7	2	topic	Development banks	http://id.loc.gov/authorities/subjects/sh85037347	ambiguous_close		Development banks
recsTks2gNOoa9t85	Famine relief	6	1	topic	Food relief	http://id.loc.gov/authorities/subjects/sh85050314	ambiguous_close	sh96008124 → International relief → Economic assistance → International economic relations → sh85040837 → Economics → sh85124003	Food relief
rece0CacX1xkHTAHw	Covert operations	6	2	topic	Undercover operations	http://id.loc.gov/authorities/subjects/sh85139574	ambiguous_close	Criminal investigation → Law enforcement → Criminal justice, Administration of → Justice, Administration of → sh85075119	Undercover operations; Espionage
recfDPXugH8GvkDjP	Defense policy	6	1	topic	Military policy	http://id.loc.gov/authorities/subjects/sh85085264	ambiguous_close	Sociology, Military → Armies → sh85007241 → sh85085132	Military policy
recu0asdAWcM7Wqk9	Trade deficit	6	1	topic	Balance of trade	http://id.loc.gov/authorities/subjects/sh85011129	ambiguous_close	sh87004890 → Commerce → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Balance of trade
rec6B6q4sJwGcotJC	Labor relations	6	1	topic	Industrial relations consultants	http://id.loc.gov/authorities/subjects/sh89005515	ambiguous_close		Industrial relations consultants; Industrial relations
rec1XXkhQR86TB5ui	Medical services	5	2	topic	Rural health services	http://id.loc.gov/authorities/subjects/sh85115918	ambiguous_close	Community health services → Regional medical programs → sh85082871 → Public health → Health → sh85083064	Rural health services; Medical care
rec6pGqq9ospcDms7	Election interference	5	1	topic	Foreign interference in elections	http://id.loc.gov/authorities/subjects/sh2020000621	ambiguous_close	Elections--Corrupt practices	Foreign interference in elections
rectmhOV7dAOn9RTC	Foreign investment	5	1	topic	Investments, Foreign	http://id.loc.gov/authorities/subjects/sh85067736	ambiguous_close		Investments, Foreign
recDlkl5gMxmEBsUo	Illegal alien	4	1	topic	Illegal immigration	http://id.loc.gov/authorities/subjects/sh2016000739	ambiguous_close	Emigration and immigration → Population geography → Human geography → sh85005581 → sh85124003 → Civilization → Auxiliary sciences of history	Illegal immigration; Noncitizen children; Illegal immigration in literature; Noncitizens in literature; Noncitizens
rec4cw0OuBxVfLnY3	Import control	4	3	topic	Import quotas	http://id.loc.gov/authorities/subjects/sh85064651	ambiguous_close	Trade adjustment assistance → Economic assistance, Domestic → National service → sh85108846 → Social service → sh87006649	Import quotas; Tariff
reckGy7aTuZSfk4pU	Fishing vessel	4	1	topic	Fishing boats	http://id.loc.gov/authorities/subjects/sh85048847	ambiguous_close		Fishing boats
recqk8lOkxJSwBcby	Military aid	4	2	topic	Military assistance	http://id.loc.gov/authorities/subjects/sh85085144	ambiguous_close		Military assistance
recinJH9WjQoeQgtf	Peacekeeping operations	3	1	topic	Peacekeeping forces	http://id.loc.gov/authorities/subjects/sh99002546	ambiguous_close	sh85007241 → sh85085132	Peacekeeping forces
recy8AC9V6WtsJ3M5	Military operations	3	2	topic	Armed Forces--Operations other than war	http://id.loc.gov/authorities/subjects/sh97002701	ambiguous_close		Armed Forces--Operations other than war
recAHt1IiF33Lofk6	Development program	3	2	topic	College student development programs	http://id.loc.gov/authorities/subjects/sh85028349	ambiguous_close	Counseling in higher education → Education, Higher → Postsecondary education → sh85040989 → Civilization → Auxiliary sciences of history	College student development programs
recSkJOLnHeaJm4pz	Environmental control	3	1	topic	Environmental engineering	http://id.loc.gov/authorities/subjects/sh85044170	ambiguous_close		Environmental engineering; Environmental law; Environmental policy
recq1o5DVAqtv2QIZ	Drug industry	3	1	topic	Pharmaceutical industry	http://id.loc.gov/authorities/subjects/sh85039713	ambiguous_close		Pharmaceutical industry
rec4cU1GPlUbqajOH	Transportation industry	3	1	topic	Transportation	http://id.loc.gov/authorities/subjects/sh85137027	ambiguous_close		Transportation
recTaMVSlos5cWGlh	Population control	3	1	topic	Birth control	http://id.loc.gov/authorities/subjects/sh85014367	ambiguous_close		Birth control
recJ6MU2FCTi4lexO	Racial Discrimination	2	1	compound-subject	Race discrimination	http://id.loc.gov/authorities/subjects/sh85110237	ambiguous_close	sh85038376 → Interpersonal relations → Social psychology → Human ecology → Ecology	Race discrimination
recWi6s40GIVeUYOI	Foreign currency	2	2	topic	Foreign exchange reserves	http://id.loc.gov/authorities/subjects/sh2011002449	ambiguous_close		Foreign exchange reserves; Foreign exchange--Accounting; Foreign exchange
rec6BvhdMDi4TnEMh	International monetary system	2	1	topic	International finance	http://id.loc.gov/authorities/subjects/sh85067405	ambiguous_close		International finance
rec0QsshUhjiMmm5v	Security Policy	2	2	topic	National security	http://id.loc.gov/authorities/subjects/sh85090122	ambiguous_close		National security
recPwjhmSWu0ZTtDD	Population growth	2	1	topic	Population	http://id.loc.gov/authorities/subjects/sh85104910	ambiguous_close		Population
recEy3vGDC8b0szJD	Enhanced radiation weapons	2	1	topic	Neutron weapons	http://id.loc.gov/authorities/subjects/sh85091221	ambiguous_close		Neutron weapons
recbqzzF4Eebaylpi	Border control	2	1	topic	Border security	http://id.loc.gov/authorities/subjects/sh2006007505	ambiguous_close		Border security
rec1pn5YTx6GUWt03	Agricultural program	2	2	topic	Agricultural administration	http://id.loc.gov/authorities/subjects/sh85002261	ambiguous_close		Agricultural administration
recORI6WPluydltlf	Child custody	2	1	topic	Custody of children	http://id.loc.gov/authorities/subjects/sh85034952	ambiguous_close		Custody of children
recZJe0mU7NaydGmh	Health care	1	1	topic	Health services administration	http://id.loc.gov/authorities/subjects/sh85059600	ambiguous_close		Health services administration; Public health administration; Health services administrators; Patient advocacy; Allied health personnel
recNgO5OsDuwdj4A2	Food assistance	1	1	topic	Food relief	http://id.loc.gov/authorities/subjects/sh85050314	ambiguous_close	sh96008124 → International relief → Economic assistance → International economic relations → sh85040837 → Economics → sh85124003	Food relief
recjynmztmHELTt83	Trade union	1	1	topic	Labor union members	http://id.loc.gov/authorities/subjects/sh94006849	ambiguous_close		Labor union members
recxon7SPa5NamUwR	Air defense artillery	1	1	topic	Antiaircraft artillery	http://id.loc.gov/authorities/subjects/sh85005599	ambiguous_close		Antiaircraft artillery
rechaRqhHZqAlDnM2	Communications equipment	1	1	topic	Telecommunication equipment industry	http://id.loc.gov/authorities/subjects/sh85133293	ambiguous_close		Telecommunication equipment industry
recuY33deeMLOZJV6	Arms traffic	1	1	topic	Illegal arms transfers	http://id.loc.gov/authorities/subjects/sh91002122	ambiguous_close		Illegal arms transfers; Arms transfers
reco8Nd7euISXG4Mb	Customs regulation	1	1	topic	Customs administration--Law and legislation	http://id.loc.gov/authorities/subjects/sh85034970	ambiguous_close		Customs administration--Law and legislation; Tariff--Law and legislation
rec1zZEyrqax10Plv	Military procurement	1	1	topic	Air forces--Procurement	http://id.loc.gov/authorities/subjects/sh85002640	ambiguous_close		Air forces--Procurement; Armed Forces--Procurement
recbQDMFKZbua0kun	Vietnam-Cambodia conflict	1	1	compound-subject	Cambodian-Vietnamese Conflict, 1977-1991	http://id.loc.gov/authorities/subjects/sh85019096	ambiguous_close		Cambodian-Vietnamese Conflict, 1977-1991
recI8jtYk4YRagZBv	Blood test	1	1	topic	Blood--Analysis	http://id.loc.gov/authorities/subjects/sh85014929	ambiguous_close		Blood--Analysis; Blood--Examination
recLqR0aF6zbgGNad	Political repression	1	1	topic	Political persecution	http://id.loc.gov/authorities/subjects/sh85104376	ambiguous_close		Political persecution
rec9GOdNcZMjeOW3G	Fisheries policy	1	1	compound-subject	Fishery policy	http://id.loc.gov/authorities/subjects/sh85048699	ambiguous_close		Fishery policy
recIxaodE5oIGnKqk	Hostage	1421	4	topic	TWA Flight 847 Hijacking Incident, 1985	http://id.loc.gov/authorities/subjects/sh86002124	bad_close	Hijacking of aircraft → Crimes aboard aircraft → Offenses against public safety → sh85033993 → sh85123988 → Social history → sh85124200 → sh85124003	TWA Flight 847 Hijacking Incident, 1985; Hostage negotiations; Hostage negotiations--Fiction; Hostages; Hostages
recHhqoArQDK36RN7	AIDS	795	1	topic	College teaching--Aids and devices	http://id.loc.gov/authorities/subjects/sh98003941	bad_close		College teaching--Aids and devices; Science--Study and teaching (Elementary)--Aids and devices; Library orientation--Aids and devices; Military education--Aids and devices; Reading--Remedial teaching--Aids and devices
recSaEMkYGbM62K53	Oil	507	7	topic	Inactivated oil adjuvant vaccines	http://id.loc.gov/authorities/subjects/sh85064698	bad_close		Inactivated oil adjuvant vaccines; Oils and fats--Analysis; Natural gas--Law and legislation; Petroleum law and legislation; Oil and gas leases
recM6MmQNEwIZpchW	Foreign Military Sales	283	7	topic	Arms transfers	http://id.loc.gov/authorities/subjects/sh91001417	bad_close	International trade → Commerce → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Arms transfers
recrPHlux2x5007fL	Foreign aid	249	4	topic	Economic assistance	http://id.loc.gov/authorities/subjects/sh85040767	bad_close	Economic policy → sh85040850	Economic assistance; Military assistance; Agricultural assistance; Educational assistance; Population assistance
recVpt3hdJPWu6kdo	ASAT	246	1	topic	Karatepe Site (Turkey)	http://id.loc.gov/authorities/subjects/sh89006714	bad_close	Fortification--Turkey	Karatepe Site (Turkey); Icelandic heathenry; Ensete; Anti-satellite weapons
recbJ9XzDvelnf09P	Protocol	182	1	topic	Academic etiquette	http://id.loc.gov/authorities/subjects/sh85000299	bad_close		Academic etiquette; Protocol-books; Church etiquette; Diplomatic etiquette; Government etiquette
recx2BQCN6uKMR53J	Emigration	165	5	topic	Emigration and immigration	http://id.loc.gov/authorities/subjects/sh00005907	bad_close		Emigration and immigration; Emigration and immigration; Emigration and immigration--Bibliography; Emigration and immigration--Congresses; Emigration and immigration--Economic aspects
rec2qYX3T6ktEaSsg	Moratorium	154	4	topic	Moratorium on payment of debts	http://id.loc.gov/authorities/subjects/sh85087216	bad_close	Payment → Performance (Law) → sh85046570 → Debtor and creditor → sh85031620 → sh85028940 → Law	Moratorium on payment of debts; Moratorium on payment of debts (Roman law); Fishery closures; Vietnam Moratorium, 1969
rectqbCKMJaN5yPfG	Foreign policy	114	7	topic	International relations	http://id.loc.gov/authorities/subjects/sh85067435	bad_close		International relations
rec14HP3WEhVvFEi9	Private sector	106	4	topic	Business anthropology	http://id.loc.gov/authorities/subjects/sh92001220	bad_close		Business anthropology
recjiZ8BbV8RX8grC	HIV	95	1	topic	Hiva Oa (French Polynesia)	http://id.loc.gov/authorities/subjects/sh87001454	bad_close	Marquesas Islands (French Polynesia)	Hiva Oa (French Polynesia); AIDS activists; HIV antibodies; HIV-associated lipodystrophy syndrome; AIDS dementia complex
recN222dd4YgVLuoR	Energy	94	2	topic	Energy advisory committees	http://id.loc.gov/authorities/subjects/sh87005039	bad_close		Energy advisory committees; Agriculture and energy; Energy policy; Older people--Energy assistance; People with disabilities--Energy assistance
recgHSq0J1Seyqrw9	Coup	90	2	topic	Coups d'état	http://id.loc.gov/authorities/subjects/sh85033502	bad_close	sh85056036 → Political science → Social sciences → sh85026423 → Auxiliary sciences of history	Coups d'état; Coupe d'Afrique Occidentale Française (Soccer); Cope family; Kupe, Mount (Cameroon); Cooper family
recGxSKiAmmOVqBc0	Drought	89	3	topic	Drought-tolerant plants	http://id.loc.gov/authorities/subjects/sh90005695	bad_close	Plants → Organisms → Life (Biology)	Drought-tolerant plants; Drought forecasting; Drought forecasting--Law and legislation; Drought management; Drought management--Law and legislation
rechpv4Wz0TdKArbg	Warhead	89	2	topic	Warheads	http://id.loc.gov/authorities/subjects/sh2005004553	bad_close	Ordnance → sh91001438 → Military supplies → Logistics → Military art and science	Warheads
reczbFWpj7v11PiPO	Security	75	4	topic	Security (Assyro-Babylonian law)	http://id.loc.gov/authorities/subjects/sh91003681	bad_close		Investment analysis; Security Assistance Program; Security (Assyro-Babylonian law); Security classification (Government documents); Security classification (Government documents)--United States
recgw5QtPbnAuqxZm	Seabed	74	3	topic	Radioactive waste disposal under the seabed	http://id.loc.gov/authorities/subjects/sh85110656	bad_close		Radioactive waste disposal under the seabed; Ocean bottom ecology; Ocean mining; Ocean bottom
recmXwnvmp4L03OdL	Shia	72	1	topic	Shīʻah--Apologetic works	http://id.loc.gov/authorities/subjects/sh2008111613	bad_close		Shīʻah--Apologetic works; Shīʻah--Controversial literature; Shīʻah--Customs and practices; Shīʻah--Doctrines--Early works to 1800; Shīʻah--Doctrines--Sources
recIL1ArZYwpyyv4I	Production	68	1	topic	Production and direction	http://id.loc.gov/authorities/subjects/sh00007503	bad_close		Production and direction; Floating production and system offloaders; Productivism (Art); Asiatic mode of production; Industrial capacity
recDL8PkwumuVDX1o	Hotline	60	2	topic	Hotlines (Counseling)	http://id.loc.gov/authorities/subjects/sh85062508	bad_close		Hotlines (Counseling); Hotlines (International relations); Job hotlines
recBTfVgprHsl1J9K	Famine	57	1	topic	Famine compact, 1765	http://id.loc.gov/authorities/subjects/sh85047074	bad_close		Famine compact, 1765; Hambre Harbor (Chile); Famines in literature; Famines in mass media; Food relief
receEP5YJv8hHaXra	Civil aviation	57	5	topic	Aeronautics, Commercial	http://id.loc.gov/authorities/subjects/sh85001360	bad_close		Aeronautics, Commercial; Private flying
rec7JIWfjVoMs1M5p	Normalization	56	1	topic	Normalization of deviance (Industrial sociology)	http://id.loc.gov/authorities/subjects/sh2018001956	bad_close	Social adjustment → Social skills → Social interaction → sh85108459 → Soul → Future life → Eschatology → Religious thought	Normalization of deviance (Industrial sociology)
rec7iuGEudoprgvdN	Fishery	56	3	topic	Fisheries--Catch effort	http://id.loc.gov/authorities/subjects/sh85048668	bad_close		Fisheries--Catch effort; Fishery closures; Fishery schools; Fishery co-management; Fishes--Conservation
recY4zdE5fZQUvoyu	Air defense	52	5	topic	Antiaircraft artillery	http://id.loc.gov/authorities/subjects/sh85005599	bad_close		Antiaircraft artillery; Air defense identification zones; Air defenses; Air defenses--Canada; Civil defense
recJgxebpUYqWj25O	Defense budget	50	6	topic	Armed Forces--Appropriations and expenditures	http://id.loc.gov/authorities/subjects/sh85007242	bad_close		Armed Forces--Appropriations and expenditures
reccPNaD9EAQIn4zj	Asylum	47	4	topic	Asylum Avenue (Hartford, Conn.)	http://id.loc.gov/authorities/subjects/sh2012001331	bad_close	Streets--Connecticut	Asylum Avenue (Hartford, Conn.); Immigration courts; Asylum Creek (Va.); Asylum Creek Watershed (Va.); Asylum, Right of
recF2jh59vGhjZ2KX	Quota	47	1	topic	Contentnea Creek (N.C.)	http://id.loc.gov/authorities/subjects/sh00000787	bad_close	Rivers--North Carolina	Contentnea Creek (N.C.); Individual fishing quotas; Reverse discrimination in employment; Sales quotas; Quotation
recABbz1g69I03cEK	Funding	47	2	topic	Finance	http://id.loc.gov/authorities/subjects/sh85048256	bad_close		Finance
recogtFrYWxDQQ5DU	Visa	46	4	topic	Palazzo dei Visacci (Florence, Italy)	http://id.loc.gov/authorities/subjects/sh2012003848	bad_close		Palazzo dei Visacci (Florence, Italy); Visages du monde (Cergy-Pontoise, France); Viṣāl family; Visaltia (Greece : Region); Visani family
reclcw7PnxNZVJlcH	Donor	45	2	topic	Donor-advised funds	http://id.loc.gov/authorities/subjects/sh2006006835	bad_close	Charities--Investments → Investments → Finance → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Donor-advised funds; Castello di Donoratico (Donoratico, Italy); Donor conceived people; Artificial insemination, Human; Benefactors
recR6pcxcU9pXbBvw	Agricultural production	44	6	topic	Agriculture--Economic aspects	http://id.loc.gov/authorities/subjects/sh85002427	bad_close	Land use, Rural → Land use → Economics → sh85124003 → sh85026423 → Auxiliary sciences of history	Agriculture--Economic aspects; Agriculture--Economic aspects--Mathematical models; Farm management--Mathematical models; Farm production quotas
rec2kOYI6aKeJm8ZE	Industrialized nation	43	4	topic	Developed countries	http://id.loc.gov/authorities/subjects/sh2001000124	bad_close		Developed countries
reclsWLY18dsZdBay	Enrichment	41	1	topic	Environmental enrichment (Animal culture)	http://id.loc.gov/authorities/subjects/sh97000533	bad_close		Environmental enrichment (Animal culture); Environmental enrichment; Uranium enrichment; Unjust enrichment; Wine chaptalization
recfy7Bb1PoxKf5uY	Indo-Soviet	40	1	compound-subject	Indo-Soviet Treaty of Peace, Friendship, and Cooperation, 1971	http://id.loc.gov/authorities/subjects/sh85065715	bad_close		Indo-Soviet Treaty of Peace, Friendship, and Cooperation, 1971
recc6yxdnN4AOIwZz	Hijacking	38	4	topic	Hijacking of aircraft	http://id.loc.gov/authorities/subjects/sh85060788	bad_close		Hijacking of aircraft; Hijacking of aircraft--Fiction; Hijacking of aircraft--France; Hijacking of aircraft--Law and legislation; Hijacking of aircraft--Prevention
recLjFDEEhKyBk0NQ	F-16	36	3	topic	F-16 (Jet fighter plane)	http://id.loc.gov/authorities/subjects/sh85046725	bad_close	Jet fighter planes → Fighter planes → sh85002934 → Government aircraft → sh85002782 → sh85049596 → Flight → Locomotion	F-16 (Jet fighter plane)
recdf1qUtIC3QlCTG	Epidemiological	35	1	topic	Psychiatric epidemiology	http://id.loc.gov/authorities/subjects/sh85108348	bad_close		Psychiatric epidemiology; Epidemiology--Research; Health transition
rec8XJs3EI9qgbczZ	Review	34	1	topic	Institutional review boards (Medicine)	http://id.loc.gov/authorities/subjects/sh2001010894	bad_close		Institutional review boards (Medicine); Institutional review boards; Food writers; Book reviewing; Judicial review
rece2kzYOqajIos1G	Fish	32	1	topic	Fish aggregation devices	http://id.loc.gov/authorities/subjects/sh95000558	bad_close		Fish aggregation devices; Fishes, Dressing of; Game and game-birds, Dressing of; Fish and game licenses; Fish and game licenses--Fees
recgO0zWiwmY4SEHo	Airspace	29	4	topic	Airspace (International law)	http://id.loc.gov/authorities/subjects/sh85002995	bad_close		Air traffic capacity; Avigation easements; Airspace (International law); Airspace (Law); Express highways--Airspace utilization
reckVGjMAXaEHMXuS	Unit	29	1	topic	Unitarian church buildings	http://id.loc.gov/authorities/subjects/sh88001556	bad_close		Unitarian church buildings; Unitarian churches; Unitarian churches--History; Unitarian churches--Relations; Unitarian churches--Relations--Baptists
rec1ldfvh0EmC9PyC	High seas	26	2	topic	Fishery management, International	http://id.loc.gov/authorities/subjects/sh85048697	bad_close		Fishery management, International; Law of the sea
recGiqhGF0E6qdj5q	Boycott	25	2	topic	Boycott, divestment, and sanctions movement	http://id.loc.gov/authorities/subjects/sh2019102796	bad_close	Social movements → sh85123948 → sh85124200 → sh85124003 → sh85026423 → Auxiliary sciences of history	Boycott, divestment, and sanctions movement; Boycotts; Boycotts--Alabama; Boycotts (Islamic law); Boycotts--Law and legislation
recKKUPNYA4snQmLA	Demographic	25	1	topic	Population aging	http://id.loc.gov/authorities/subjects/sh2006002110	bad_close		Population aging; Demographic anthropology; Demographic archaeology; Communication in demography; DCL (Electronic computer system)
recYmlCrc3Fe9WvIx	Offenses	22	2	topic	Commercial crimes	http://id.loc.gov/authorities/subjects/sh85028935	bad_close		Commercial crimes; Offenses against foreign heads of state; Offenses against foreign heads of state--Law and legislation; Offenses against heads of state; Offenses against heads of state--Law and legislation
reciea1zX9YIICPiI	Epidemic	22	1	topic	Equine viral arteritis	http://id.loc.gov/authorities/subjects/sh94005552	bad_close		Equine viral arteritis; Chorea, Epidemic; Epidemic encephalitis; Epidemic encephalitis--Complications; Acute hemorrhagic conjunctivitis
recxTPk6jOc2M2oik	Military budget	20	3	topic	Armed Forces--Appropriations and expenditures	http://id.loc.gov/authorities/subjects/sh85007242	bad_close		Armed Forces--Appropriations and expenditures
recfglDm81FXoMhAJ	Ceasefire	20	4	topic	Armistices	http://id.loc.gov/authorities/subjects/sh85007327	bad_close	War (International law) → International law → sh85075119	Armistices
recJK3er8LLa5C5DW	Anti-American	19	1	topic	Anti-Americanism	http://id.loc.gov/authorities/subjects/sh88003543	bad_close		Anti-Americanism; Anti-Americanism in art; Anti-Americanism in literature; Anti-Americanism in motion pictures; Propaganda, Anti-American
rec6SOt1hMx6m4tne	Mining	18	3	topic	Mine accidents	http://id.loc.gov/authorities/subjects/sh85085495	bad_close		Mine accidents; Association rule mining; Mirning (Australian people); Mining camps; Mining camps--Alaska
recKYrSKAcKpKC6kD	Nongovernmental organization	18	2	topic	Non-governmental organizations	http://id.loc.gov/authorities/subjects/sh86007360	bad_close		Non-governmental organizations
recRIwGRq2ONxRdH9	Immigrant	17	2	topic	United States--Armed Forces--Immigrants	http://id.loc.gov/authorities/subjects/sh2022007585	bad_close		United States--Armed Forces--Immigrants; Immigrant business enterprises; Immigrant children; Immigrant children--Canada; Immigrant college teachers
recqDYPNCT9Q6HQio	Drilling	17	1	topic	Drilling and boring	http://id.loc.gov/authorities/subjects/sh85039557	bad_close		Drilling and boring; Drilling and boring--Computer programs; Drilling and boring machinery; Drilling and boring machinery--Drawings; Drilling and boring machinery--Electric equipment
